ID,Upvotes
42359,240.3
17379,71.3
301504,94.7
468600,10736.2
455492,105.6
202148,26.1
263186,21.8
396155,18.6
215895,14.6
173502,17.8
429466,3659.1
215296,44.5
327810,8.0
390625,227.7
213685,44.5
57686,20.8
48602,55.4
69630,430.8
93325,6.3
374828,6.7
424073,2.3
220180,7.8
446108,2.7
145694,74.9
399817,108.8
159576,19.9
170948,9.0
421943,77.8
151786,13.8
69924,341.3
380066,13.4
313488,811.1
354237,64.9
108010,217.1
275657,7.7
337060,19.7
42479,3.5
64653,23.6
252791,6.3
158316,365.5
283637,19.2
378313,389.1
188962,11.6
382836,19.1
42291,57.1
324958,331.4
220506,203.5
134510,6.7
392102,27.0
350980,8.5
255338,275.6
120413,12.7
136497,28.5
66081,436.1
365599,12.9
92503,31.1
424006,11.6
274291,10.6
186006,121.6
309097,310.9
260263,1.3
275520,20.5
275558,15.2
234908,348.2
326903,21.5
296104,306.0
254372,15.9
163412,505.9
63763,243.5
86413,39.4
116839,24.1
457525,2.0
137801,28.0
155505,68.6
335388,2.9
68547,61.6
5370,17.9
419670,10.5
373496,8.0
231264,39.9
227267,38.7
25206,36.7
24906,4.0
311469,1099.4
287046,61.8
310259,31.7
175162,85.5
381181,43.8
52041,4.9
11535,1992.7
192126,8.1
244163,126.4
112948,62.6
173527,7.4
113396,3.6
406330,75.2
107976,30.7
99740,99.8
285893,64.5
75691,790.2
54727,26.1
420209,46.2
65393,133.1
10130,44.0
239117,11.6
18153,9.6
161980,8.7
190595,7.6
209714,5.1
283930,94.0
387488,12.7
318867,17.5
448643,53.0
68045,19.6
581,162.1
174839,109.0
307976,29.2
462233,39.3
195157,49.4
221141,1.4
327044,10.5
285298,45.6
140533,467.5
153633,43.7
29059,78.6
216037,1987.7
56935,2.9
55585,5.8
60798,199.1
44287,24.2
272502,21.7
406482,15.7
6914,22.1
216847,4681.3
258669,16.3
110856,25.3
463505,68.3
76632,15.7
42257,11.6
331462,1.3
434890,3.3
196342,45.6
38739,11.3
125069,65.5
166238,15.8
9485,35.3
159295,15.3
423827,139435.1
300805,41.0
298328,54.7
355955,1.0
309985,53.9
368305,208.0
94085,13.6
196284,161.1
112,47.6
326350,5.5
198676,234.5
460159,40.5
87499,368.7
5546,12.7
321809,234.1
211834,1252.3
389995,96.2
175208,966.6
100151,17.9
367417,9.3
289774,175.2
226446,12.0
291626,11.2
445652,84.4
453242,35.4
51758,63.5
416395,5.6
82426,12142.8
155017,800.1
333121,23.2
178645,16301.3
119024,8.9
187752,23.8
82786,8.6
442351,14.1
10030,7.3
464424,21.1
386926,17.2
420729,94.6
58564,2.0
109455,270.9
253584,9.3
150475,133.2
343100,7.7
130093,81.9
37220,75.5
322428,1.3
3032,19.7
43404,61.7
372178,20.5
430466,116.8
166511,111.7
371723,103.1
366843,34.0
61874,601.3
144588,1.7
94999,2.7
101292,39.1
358323,10.6
226236,174.8
189629,28.6
25350,25.7
49024,243.6
220244,24.9
75633,140.4
463476,87.7
423841,349.4
175579,33.5
220901,23.9
306664,109.4
170917,92.5
405279,65.5
161202,27.3
221760,610.3
267516,107.3
435201,141.5
317510,44.3
308766,33.7
370389,51.6
460181,25.9
330681,30.4
148414,17.5
264131,65.8
217509,50.4
126502,21.5
468838,14.8
46262,193.1
323611,69.3
227917,2.3
355731,95.6
289817,16.1
12232,12.2
216890,1071.1
386691,91.9
239989,279.9
51070,85.5
401569,56.3
218919,27.3
86299,13.6
377872,67.5
152842,169.7
119146,22.6
221178,436.7
261572,13.0
435518,21.3
116984,26.8
142311,25.3
377692,24.6
40813,21.9
27926,32.5
401208,132.0
7081,7.7
66891,68.9
369094,31.0
413387,83.9
461542,39.3
312705,38.6
278631,283.7
431386,10.5
205962,4.8
373710,14.3
377606,19.5
130303,676.8
413668,141.1
56082,76.2
171793,2.8
168753,6.1
53714,21.5
1422,11.7
365827,406.4
332240,4.5
260361,1929.1
304327,32.7
430296,80.1
84633,132.5
346396,182.3
57207,107.0
151601,29.6
229160,43.6
324123,1716.2
272083,9.0
196504,7.9
267540,5.3
204196,31.5
285794,61.0
178985,22.9
88203,19.9
141829,75.4
61882,5.0
37708,76.7
42996,8.1
245612,227.5
51914,15.4
335322,214.2
176311,550.2
326444,30.2
253640,22.3
175466,19.5
28870,8.9
364458,879.3
334595,35.5
263347,40.2
60213,23.2
41780,1.2
340346,21.3
184402,12.5
350821,1270.1
210971,47.2
137115,189.9
133902,50.0
148887,97.5
50116,38.6
253941,20.0
410907,10.2
326735,2.8
301683,3.4
69871,52.3
173258,17.7
441364,13.1
285191,47.2
312814,62.4
123012,435.3
285133,34.4
151035,146.3
339521,74.6
406323,13.7
298130,184.7
224354,87.9
228038,3.0
203799,102.9
467567,7.2
74047,25.3
19529,66.6
172142,229.7
28318,161.1
333291,47.4
52633,1107.3
62218,5.5
98055,461.5
427680,14.4
316290,46.5
220167,342.9
207800,16.7
442287,37.2
178600,22.2
369555,8.0
395963,22.2
31827,47.1
368870,1.5
5348,12.6
407187,86.9
384657,8.0
163441,74.1
336624,30.7
374569,16.5
251347,25.3
286660,3.0
453591,3.5
150856,26.1
304523,36.1
227718,87.9
134763,1.2
351217,24.3
37071,114.7
339841,3.0
256408,335.3
237457,1.5
184291,34.6
244605,83.0
273032,20.6
317957,20.2
37437,63.4
51948,21.8
203907,64.8
193424,25.2
159675,6.3
359143,31.3
314719,24.6
93779,14.1
347601,3963.6
135098,70.6
44710,42.4
58175,15.4
394360,34.3
66570,560.7
418840,250.0
73257,250.2
395441,7.4
145478,581.6
353869,30.8
20269,18.0
12523,2.8
239023,8.0
314483,1289.3
169585,40.6
306805,78.8
260560,439.6
450956,2.9
139764,12.9
10883,71.9
260206,25.5
452367,10.9
145885,10.2
290270,56.3
373227,5.9
206213,7.1
304498,18.2
164466,12.3
416415,60.0
192684,576.6
271877,15.6
337349,20.8
408982,4.3
429228,18.4
425208,73.3
36733,460.4
467297,22.8
349602,15.9
356746,206.3
415914,31.5
89742,30.1
439628,21.5
327108,22.8
62461,203.3
14689,97.4
312593,5162.2
139310,65.4
200300,2.0
349353,75.1
120226,36.7
418174,34.5
72772,28.8
342258,16.7
178329,2.1
421460,11.8
12380,261.9
416075,30.3
123511,58.2
469859,13.4
218236,7.1
356006,10.6
331414,55.8
37948,2.3
20179,15.1
101788,15.0
465273,39.8
370022,82.4
60159,22.1
59192,51.1
467456,86.5
235550,10.5
361275,2.9
318383,14.0
241479,32.1
393943,500.4
406242,1.2
206156,194.3
198324,26.2
172619,27.2
87108,21.2
209743,71.1
39378,8.5
141980,80.7
232770,11.0
143518,36.4
158047,61.0
245781,2.1
355615,592.5
34130,3.0
160202,15.9
293400,18.5
3191,25.4
69603,30.3
15449,292.7
270584,568.8
293063,64.6
183068,9.2
11444,96.4
337505,18.9
206693,6.2
305449,2046.8
222045,146.0
444857,124.8
35154,4.2
412482,13.4
116714,14.4
174544,10.9
445653,19.4
45768,9.4
161121,8.2
91650,3.6
398011,14.3
37723,1.6
135880,11.0
424079,20.3
304396,0.7
201593,40.9
37160,12.6
218982,29.4
244518,4.0
193179,27.5
148585,13.4
401566,149.6
373601,3.1
153856,165.4
333090,18.7
264055,1124.7
116572,698.7
211929,15.1
445266,55.6
114827,57.5
20715,4104.5
395794,1536.9
141083,68.0
294096,1597.2
24567,123.6
279384,335.1
67179,38.2
59808,11.6
442023,22.8
470777,9.6
320314,307.2
242990,131.1
349913,832.4
287517,23.3
220442,8.8
67305,45.8
93656,18.1
332097,35.9
59458,83.0
387266,17.8
146458,90.6
181467,155.4
344768,56.9
302776,942.1
161743,76.4
211350,67.3
311664,239.6
179180,22.8
133113,1201.6
402597,3.5
4835,393.4
248840,45.4
60423,63.0
324950,22.4
757,2.0
392085,2.0
35111,136.0
339631,243.2
418863,26.0
233909,240.3
270194,7.2
407880,113.6
300286,39.2
25153,32.2
168392,4.3
445417,49.6
84275,1524.8
55289,10.0
53770,16.4
198516,85.3
153176,13.1
175081,62.6
168726,3888.6
233197,7.7
458019,2908.3
467609,83.9
17196,62.2
213351,57.7
31917,3.2
415813,175.3
60789,35.3
454301,3.4
159037,45.9
98512,2.0
205206,14.7
196642,30.2
203872,2.5
195410,7.4
21538,136.2
91793,2270.2
333458,360.2
467299,4.3
239615,65.2
202107,15.6
168436,44.7
386088,27.2
240478,372.9
345722,10.9
313328,50.6
461902,11.2
184632,346.8
11471,30.6
387612,479.2
144265,25.9
405042,23.1
301263,1323.8
332839,3.6
61470,532.2
69880,87.5
32321,52.7
464576,43.3
400291,3859.2
294596,79.4
261512,18151.2
469166,112.9
233934,57.6
200298,21.5
159193,65.4
7745,48.7
75825,23.7
364250,13.9
158392,1.3
449453,28.1
140571,4.5
5513,23.7
337186,11.4
69215,2023.4
158443,16.8
357572,29.0
371794,91.1
336916,14.2
90105,29.4
466673,3.0
26868,389.3
325760,232.6
54815,100.7
375143,26.6
372564,4.8
6736,7.4
137183,6.3
213623,106.4
162566,49.5
182419,30.4
8408,405.9
388565,6.6
145171,836.2
140223,616.6
364899,43.0
198334,161.1
87053,15.7
294428,30.6
1090,10.4
14741,2.2
306757,222.2
227869,33.3
331705,73.3
69728,87.7
242000,105.5
451605,10.1
357388,531.0
159020,4.3
228710,13.9
237398,11.3
220000,14.9
12797,20.6
202804,21.2
458473,26742.7
156703,62.1
107628,18.2
20636,194.1
204414,20.0
239976,11.5
304293,60.5
176996,53.0
311591,74.6
50217,3.0
440903,14.7
203562,5.7
204144,30.3
116896,11.0
65913,13.3
245218,6.9
460893,91.9
185251,107.5
10442,49.4
440128,65.3
321318,466.5
104439,68.7
30615,22.4
61392,8.5
278997,74.6
400750,12.1
208751,102.7
201255,13.2
289821,4.6
453931,3.0
431777,6.0
7400,59.9
326001,122.9
250131,18.0
71925,22.6
422589,43.3
283367,70.7
238672,2328.8
418492,103.9
121876,104.4
185550,36.1
388676,963.7
119085,36.7
401250,2.7
117681,117.6
88286,11.7
439937,1.3
267223,302.2
43156,746.8
78645,96.6
128435,10.3
434953,24.5
175316,3.1
187441,444.5
2567,28.1
308264,2471.0
160086,176.3
92981,29.3
94716,5.2
147447,70.0
376696,6.0
275347,33.8
341237,5.6
164667,63.8
100198,221.2
285331,5.7
344576,26.0
164888,44.9
171677,77.7
242984,49.0
382454,14.1
230010,17.8
61358,5.8
275090,67.1
448726,23.6
222829,16.1
10406,31.2
278200,16.4
361337,11.0
332038,443.8
136462,16.8
43000,4069.4
380516,161.0
233116,23.2
357545,9.7
422946,6.0
249349,328.1
420368,3.3
323869,21.5
131064,14.8
167259,1787.6
132828,129.9
171937,292.0
124082,20.2
314852,2888.9
136944,354.9
449134,64.4
335179,5.6
434416,63.6
327682,58.3
240869,347.5
167979,18.1
297324,102.2
270044,652.8
360096,12.6
219706,98.9
359799,2.2
218766,14.1
196049,135.5
55940,33.8
447816,25.2
116721,25.8
330576,11.7
326977,88.9
54634,34.8
87764,29.3
355940,40.8
459654,35.1
325145,39.1
181006,16.8
140776,30.5
441297,2.9
36026,225.6
174841,1.1
22381,5.5
118243,8.1
46923,2.7
458991,7.9
250149,2627.3
337917,20.7
133945,101.7
255645,114.4
425999,29.9
260890,29.7
203610,421.7
450838,18.7
38882,68.8
352485,19.5
432250,97.4
372841,17.3
246879,473.5
71562,12.9
318434,355.0
27284,131.3
432611,10.2
146908,2.2
420806,3.8
438447,19.0
234315,2.4
363456,2.7
100932,276.2
342983,17.4
469085,638.5
307814,13.5
464701,3.1
268188,5.0
46807,16.1
144202,10.1
202515,49.7
181938,1610.7
221031,10.8
106193,31.7
116411,303.4
63387,18.0
182815,82.3
120867,10.0
69765,68.8
32685,9.8
435819,46.1
130866,17.5
5160,1.8
252528,32.3
149937,12.4
254974,261.3
555,74.4
3063,383.9
41832,1.6
256365,461.3
323833,415.7
64171,38.8
176917,140.7
281082,189.0
273505,1343.9
3470,885.1
204437,32.9
146358,4.7
402348,47.0
381257,10.8
63604,18.5
110038,52.4
308861,79.2
210563,18.0
240342,5.7
219230,153.5
360952,122.1
130500,22.7
116792,7.0
47291,28.4
175218,5.7
348356,13.9
318117,2.8
230464,43.7
319248,27.8
147514,9.6
294130,988.5
412188,57.3
344510,240.0
215191,11.0
311528,22.0
212292,102.7
320009,211.1
465844,26.0
41859,97.8
52352,12.7
190383,34.5
141759,11.0
432151,19.0
53017,451.5
200942,346.1
368554,9.9
98461,6954.8
226954,146.0
273772,10.4
230126,128.0
40069,14.4
228309,16.6
100240,41.7
416144,6.7
1374,108.0
164703,1617.8
214513,431.3
347370,28.0
192172,160.7
195831,162.8
122681,14.3
154072,9.7
463704,320.9
126699,23.4
242572,10.6
178901,132.5
278581,18.5
457309,46.5
58606,905.5
13184,5.5
442656,474.9
421709,878.2
276990,36.1
423311,26.0
335968,42.3
51952,2475.7
192348,75.3
166234,1.7
422853,11.8
294926,25.5
246176,1221.8
363041,187.1
354264,43.9
399812,64.5
102179,2.6
74365,118.1
279058,48.9
361605,12.1
436307,7.8
96847,65.1
236812,12.4
169979,93.9
95824,42.5
377495,178.5
21789,66.6
250911,12.3
127919,4.3
324150,97.0
420140,79.8
108127,140.6
48075,59.2
52590,130.5
315083,1.1
276880,7.0
426793,13.8
351219,1363.0
391131,17.7
316056,495.5
78497,90.0
332147,3.1
55378,2.1
104196,39.7
149002,14.7
428078,90.3
299533,5.2
104900,1.0
349530,739.6
333455,11.9
301661,99.3
59043,21.3
95788,28.1
366817,7.0
218787,77.0
378576,34.1
380654,35.8
192495,0.4
346049,35.9
178764,113.7
142063,131.9
6392,11.8
69791,8.6
325715,24.1
438836,4.9
326067,314.2
407032,56.0
203569,17.9
439096,5.8
112870,1.7
409478,7.7
83106,52.4
342455,141.1
226098,89.8
150853,27.0
347387,202.9
189369,672.2
144222,10.6
367181,75.2
466964,108.1
225169,32.3
362661,4.8
416016,36.5
210988,1.7
152813,2.7
296230,4.4
7512,22.8
311744,146.6
190483,2.7
230450,13.3
456292,117.6
159633,4.0
182172,44.8
464843,869.7
4478,1.1
445515,195.9
205634,242.6
283294,17.8
57147,2.9
71179,3.2
162543,23.7
394648,33.6
250120,17.1
157758,2.3
169976,25.2
32813,3.3
158978,22.0
85690,42.5
137254,11.9
78427,7.9
451996,54.3
365878,34.9
274982,30.4
248770,25.5
442569,20.2
259887,49.6
13220,16.9
328556,1433.3
238186,28.1
76958,2.9
431566,21.9
95843,102.8
82333,170.0
29056,22.3
99933,1.4
89163,22.8
381213,41.3
107967,10.7
233374,182.8
152236,3.7
300041,155.4
113880,47.5
395685,391.2
60697,122.4
253783,7.0
210629,12.6
442543,5.8
410938,62.8
187563,36.0
181172,54.7
215713,108.4
425513,13.8
412029,4.3
88895,19.6
9696,13.3
372523,13107.0
445467,22.0
225336,6.8
272382,306.8
450809,13.5
96914,7240.0
139516,10.0
219422,166.4
206412,41.5
435212,52.6
81010,43.2
285146,912.3
297218,7.4
433511,41.3
160494,8.1
40543,21.7
364875,24.4
125051,83.1
228167,434.5
27599,5.9
10849,38.8
382684,545.6
365475,12.4
156818,17.7
275162,248.6
169949,335.3
90498,49.5
47307,198.1
2089,4.6
455051,352.7
258544,209.4
253669,97.3
293101,363.2
156946,2.4
465673,12.5
15636,34.2
429078,148.3
182772,49.2
171855,15.2
452412,8.8
374782,28.7
206944,183.5
205414,7.1
59361,29.9
380345,6.4
390159,257.6
156387,32.3
234408,15.8
342889,9.6
284690,624.5
397755,14817.1
302870,1308.6
29851,167.5
357922,67.7
260813,34.9
196731,8.5
404966,33.4
188258,11.3
443536,3436.5
338665,7.4
276596,15.3
308723,29.2
433207,116.6
99336,205.6
355165,13.0
86640,14.2
43577,24.3
228220,12.1
341796,24.2
381725,1002.1
13101,295.3
241092,29.1
325057,5.6
260141,46.5
436425,1013.2
252286,11.6
414323,21.5
287116,112.6
117153,102.8
366322,11472.1
229892,434.3
317596,614.9
447398,43.5
143488,13.4
3847,9.1
448210,10.9
264119,23.0
195952,3.4
54683,69.8
382172,352.5
365794,104.8
32635,26.0
22881,13.8
179942,5.7
316518,246.0
435976,407.6
240446,65.1
308601,25.1
204119,3.4
270932,13.1
260196,14.7
93124,21.1
258037,6.5
400781,148.3
44911,26.2
147979,13.7
456834,52.6
239192,52.5
86441,157.7
117252,5.2
366203,146.3
12182,482.3
364857,20.0
327247,52.2
142688,23.6
98719,60.5
7968,7.6
345054,3.5
36567,138.5
319155,591.8
204495,2.6
361765,7.9
355130,34.8
348885,4.4
33792,17.0
418072,202.6
366630,185.6
366456,16503.0
80398,10.3
350833,67.5
265586,29.2
378678,109.2
55721,14.7
467592,46.7
452860,181.6
79836,39.5
102329,18.1
265212,38.6
202814,350.3
433236,27.7
67301,113.5
256383,3.1
453756,175.6
20426,5.1
189377,128.7
144602,786.0
85177,24.9
437739,23.3
220510,7.6
435154,217.1
304356,28.3
108093,27.8
396744,8.5
224698,9139.0
156902,5.6
2408,232.0
188188,37.1
384154,10.9
235904,235.8
158361,5.2
377793,742.4
430956,60.6
408629,35.6
107302,12.1
260097,27.2
34365,44.8
226701,17.3
413173,113.3
119401,226.1
180113,21.2
58390,149.2
4909,9.9
258432,191.3
136973,179.7
121508,88.8
146634,14.5
258206,54.5
111276,29.6
237694,27.7
266962,7.9
187223,47.2
319817,117.9
70313,64.5
462943,3.1
39153,57.6
216178,22.3
16068,37.6
109494,142.1
171154,1.9
170878,613.3
347462,70.6
102091,36.1
135795,17.9
278917,6.5
154326,83.9
64349,6.4
73068,9.6
282913,22.8
286151,149.2
54166,751.6
205799,13.5
295525,29.8
15428,3619.3
278532,432.5
438655,29.1
12468,9.3
47922,7.3
85702,33.9
275982,5.6
82394,141.4
65194,653.0
386923,398.2
46087,90.3
205055,16.1
153140,24.6
39764,3.7
43103,116.0
114325,2.9
196085,3.4
205127,2.5
456476,58.9
227394,63.5
128663,14.2
179002,16.9
420369,46.0
224730,99.7
413556,8.5
400987,23.0
346314,38.7
207844,35.1
133644,29.2
231423,51.2
463977,17.4
334923,129.1
286317,9.6
366535,184.6
433642,9.0
81733,35.8
269397,45.8
377366,496.5
109532,2.0
135742,40.8
230718,1.2
387960,8.3
290447,23.9
369887,66.0
320924,626.4
122802,271.9
208140,459.9
19273,3.3
56135,2.3
204743,70.3
233196,181.3
409277,89.1
15335,9.0
383879,14.9
273936,3.4
179881,64.6
160495,103.8
137823,457.4
80184,57.4
140971,2.4
297774,46.8
438002,1.9
14704,24.9
240122,1.4
93489,36.4
405171,49.7
280904,6.3
186453,29.1
391520,47.0
330981,32.0
372409,14.2
175646,205.0
200319,239.0
275654,2.1
34498,20.6
129875,99.1
165366,5.0
293887,33.2
197188,3.9
143246,154.3
131515,112.7
49312,59.7
335426,415.7
454947,2.5
187067,26.4
452236,37.6
436404,13.4
418289,71.2
309531,27.1
130230,1.7
247051,345.7
156136,1.0
359462,14.7
92075,37.0
422383,11304.5
320251,1.2
125223,9.5
276513,173.1
432135,226.9
317450,60.7
53110,12.3
376147,5.7
200128,12.6
37755,68.0
52556,242.7
267381,243.7
19284,4.3
116642,112.4
356525,7.8
293830,36.1
227492,96.9
81538,23.5
439528,19.7
169720,34.6
134939,16.2
446942,395.7
465802,89.5
288548,20.0
115701,42.4
85643,61.0
101514,2.6
17566,17.7
11370,2.8
333758,60.1
301366,967.4
362123,12.5
372367,47.8
82672,137.3
188617,6.8
185991,2.3
160451,59.3
444944,123.6
168203,1.5
345649,53.2
407306,2.7
433221,29.3
224222,19.1
278903,60.2
426156,41.2
180346,30.7
205354,9.9
218673,20.2
106832,1.7
434609,28.7
161125,10.9
5141,49.1
163362,35.2
123650,55.9
105469,185.2
439177,12.7
455967,19.1
166597,8.3
310782,10.3
259004,59.4
164184,2626.2
209976,139.0
292719,4.7
262352,34.0
276509,179.3
462999,13.3
229703,107.2
380417,26.5
264977,9.0
277367,44.8
366846,14.5
58809,17.9
73957,49.9
387526,29.9
8551,295.3
299246,7.7
217802,7.1
464600,91.3
302109,20.9
214243,63.9
179630,41.6
353825,22.2
143592,396.6
384658,15.3
348151,24.1
233066,348.8
424905,3.1
413013,11.8
299816,1.9
97268,213.6
444110,17.9
33244,14.9
177385,54.2
359221,9.1
78186,18.6
62124,49.9
40986,9.5
377272,15.4
263874,539.7
78213,943.5
281021,31.3
174396,1059.4
4283,4.2
375460,347.8
176894,39.7
415918,97.7
344308,15.3
274001,30.5
68248,46.9
63106,23.9
99682,826.5
253472,2.4
369925,34.8
82789,13.0
434339,14.6
425037,20.9
337572,9.2
264864,10.1
92042,2.4
198813,3.1
74688,34.2
161394,24.6
48071,16.9
308885,55.8
377471,25.4
316840,47.9
137888,10.0
6916,64.6
246733,30.5
300496,15.6
2614,31.5
156776,96.2
469000,1.0
193193,24.2
383797,30.2
450352,9.0
346096,2.1
60566,44.7
345513,8.5
151509,9.3
274883,28.1
100566,43.9
110011,29.7
420545,598.7
467257,134.1
389534,67.6
354663,0.4
405834,31.3
79128,32.9
421586,22.4
377603,41.5
267252,3.7
381373,11.5
94755,224.5
97530,23.2
342154,155.7
385583,13.6
183165,85.1
80192,34255.3
260154,33.0
26303,23.4
36348,22.6
89433,6.7
52480,48.0
337995,35.5
110378,42.3
7493,72.9
134862,76.5
369945,83.7
197293,6.0
4672,5.9
345610,14.1
447503,37.4
82859,8.9
308442,15.8
337569,7.6
415367,158.7
456695,5.1
374476,53.5
97933,155.3
470147,25.6
116502,28.0
422120,202.4
392487,92.4
324770,10.9
363985,192.0
263698,55.0
230327,58.8
99488,29.7
17427,5.0
291502,30.0
420000,17.6
30946,329.4
266325,1.7
440970,22.0
395118,1.2
104434,8.3
236436,178.7
59478,21.6
455071,41.1
453418,232.1
172437,3.2
423535,68.3
461816,105.5
233684,47.0
316530,17.5
42633,4.3
63034,582.6
78865,94.0
469948,4.6
116818,39.1
283661,24.4
241314,22.2
444049,19573.2
218298,51.1
467209,2.8
452577,3.3
441789,55.8
72059,75.5
161513,4.6
379633,8.6
346395,23.7
328471,423.0
349518,58.1
201024,9.9
450791,12415.7
310532,81.1
376580,25.7
354228,19.1
89093,22.5
206531,195.3
42434,44.6
198375,44.5
353515,29.9
315107,3.5
47705,12.5
403433,16.6
11789,347.2
180774,7.866666666666665
53400,26.2
109575,24.0
215257,77.2
421609,38.5
53837,15.6
458660,4.7
411556,10.6
68131,15.2
49351,13.7
357032,5.8
139442,1.7
200897,55.5
171121,21.2
23260,26.1
203010,3.3
401023,4.2
435193,13.3
160190,80.0
374872,44.6
364798,33.5
55151,33.9
381214,42.0
350460,14.5
80380,33.2
380753,2.3
396364,47.7
318651,17.1
251036,612.6
218594,207.3
53087,2.3
445895,7.6
27974,7.5
86343,7.5
292116,6.7
233902,7.5
61971,24.2
49166,24.7
364701,186.0
79441,22.3
260572,34.9
432219,813.8
81944,222.8
304856,14.9
261025,6.5
207540,138.9
438404,12.8
409351,10.3
253551,40.5
273488,15771.0
91193,36.5
131266,3.0
454598,83.5
347440,44.7
101410,87.1
110797,17.2
28671,916.0
459150,6.5
207495,77.0
199317,10.5
389090,9.4
112455,1.1
130902,5.4
338510,23.6
117428,636.7
413078,17.1
217799,24.5
391981,1.7
8267,5.8
114246,37.5
136255,17.4
154113,10.6
172354,35.1
227197,85.6
394763,36.4
423180,27.3
159794,2038.9
209666,1153.9
206700,115.1
98650,157.0
289318,299.8
311902,33.8
334040,29.0
362668,3.9
14070,4.4
136290,86.1
18486,122.2
233444,27.1
267655,282.4
148023,55.8
79804,2.9
181520,3107.1
148499,12.1
267529,1284.5
234207,23.1
106182,170.4
135136,17.5
41804,2.1
327481,110.3
74983,9.5
277095,162.2
356043,94.8
342644,6.8
27694,11.8
212071,9.1
304225,74.0
248439,265.5
44350,712.4
409820,1.1
406099,19.6
91904,24.9
315975,122.6
13052,418.7
5461,8.5
200952,156.7
420765,56.4
212609,9.7
194943,11.8
186570,3.2
334922,78.9
226001,357.0
282197,17.4
26767,9851.0
238320,19.4
319859,162.7
132759,124.8
450288,139.2
182658,759.2
150406,103.1
428897,119.9
421788,2.1
428268,46.9
70629,154.2
112579,136.8
133944,54.3
349728,262.8
50762,4.7
220114,18.4
442586,267.9
308820,7.3
365923,39.8
453977,687.5
175274,41.9
289561,40.3
191353,2.7
355732,26.8
317985,20.9
231351,305.4
373268,69.9
218511,69.1
157751,106.6
174743,14.4
223100,5.4
437385,44.4
45399,18.1
356644,9.0
31233,8.0
106243,9.2
143529,12.3
302640,8.2
290104,235.6
341403,417.2
170488,249.6
467283,2.6
408965,49.9
410207,24.3
411174,68.9
12847,26.4
376471,18.1
102413,307.2
174138,560.1
377938,43.1
100043,153.8
419114,44.4
180715,160.3
372473,9.8
18405,492.1
202345,7.4
377236,81.5
222602,13.2
19894,56.4
369049,34.1
449679,740.4
470661,151.2
194101,111.1
13438,242.4
240319,76.4
328944,68.7
337355,33.2
63847,4.0
263156,172.5
322040,58.3
176289,632.8
5050,31.6
383188,5.1
101512,21.1
360376,864.3
402376,3605.7
109834,373.7
415417,168.9
135076,4.6
199259,169.5
334978,28.5
253527,12.4
361758,549.5
45392,32.8
15671,13.9
379940,10.9
321123,2.6
454362,47.0
107627,376.9
286509,135.5
461919,83.9
179971,2.0
359625,9.0
438831,70.4
346860,85.3
183650,19.2
277967,78.1
373655,33.0
72560,23.2
263706,182.2
222516,3.3
180450,22.8
301745,117.9
370391,46.2
355870,20.1
26658,31.1
331495,55.2
85459,271.1
416594,20.0
450586,312.8
406889,6413.5
467443,54.5
405318,15.7
314721,5.1
131387,51.9
285356,37.2
217416,31.2
319546,359.0
279398,14.6
79472,4.4
302826,21.9
45260,84.8
293723,48.5
445887,12.2
13569,13.3
420519,10.9
182360,9.9
47852,16.5
425942,17.3
346714,811.5
408997,107.8
442529,219.2
82368,165.6
80532,76.5
78686,20.7
464572,533.0
466157,35.8
399648,24.7
304308,2.2
403146,30.4
261538,3.3
421769,11.7
85831,44.3
355280,40.6
126104,177.8
349828,13.7
52286,12.5
171428,42.1
246277,2.1
296390,4.1
316466,17.9
321859,47.7
86566,102.1
395462,14.2
366480,320.0
155564,524.1
349560,64.4
329677,12.9
35725,38.8
233204,4170.8
286182,18.9
156811,25.0
243833,254.4
67599,444.5
321842,1282.3
396396,12.7
399418,9.2
385072,25.9
310568,36.1
271525,44.0
176426,5.3
136740,10.7
346984,124.8
105091,22.3
224715,5910.9
414929,27.3
329108,86.2
260615,8.0
289678,103.6
75409,10.0
32563,8.6
159255,181.5
296632,11.4
173392,54.5
182427,9.3
337158,32.3
262367,2.7
119012,167.6
166075,378.6
6036,53.9
180467,23.9
189900,120.8
103211,377.0
471376,63.5
85372,3.4
106679,394.3
438392,239.7
324340,41.3
28164,2.9
86145,12.1
238726,139.4
389898,283.6
274227,55.2
51250,1.7
23646,155.4
253346,7.7
381922,152.7
55280,12.4
77679,3.4
203731,22.7
257753,51.7
297555,10.9
277202,15.7
68462,5.0
330699,3.0
28330,13.5
11761,16.2
415380,87.4
155746,299.8
374870,61.2
408276,2.4
386448,29.0
149059,251.9
421041,12.3
75009,7.8
261842,190.8
280186,64.3
135818,24.8
128077,12.5
139486,22.3
313082,106.4
134631,72.8
285139,53.7
277881,393.7
70566,167.9
262685,88.8
404398,8.1
394611,14.8
159319,1.1
25387,298.7
20555,11.0
80140,50.9
298592,894.2
27884,19.0
356939,129.3
291633,4.8
238638,25.9
243415,137.7
92243,26.6
101720,35.8
318197,31.4
52001,961.7
455610,39.3
385064,42.7
330312,34.2
130665,5.8
433556,44.0
270452,34.2
11334,690.2
142400,585.2
118882,44.9
304092,1.7
268671,287.8
158730,114.7
427752,597.9
368175,65.3
436797,213.4
331339,321.7
172258,41.6
170047,104.6
279716,6.4
394367,20.2
385234,110.9
332997,137.4
427374,10.0
365652,7.1
379558,36.7
190659,1108.5
228460,36.4
79564,311.2
